customer_age_days,previous_orders,previous_returns,previous_refunds,return_ratio,refund_ratio,order_value,days_since_purchase,account_count,address_reuse_count,device_reuse_count,payment_failures,claim_type,product_category,is_abuse
978,10,2,4,0.2,0.4,1382.98,14,1,1,0,0,changed_mind,fashion,0
479,10,2,8,0.2,0.8,838.54,15,1,2,4,2,not_as_described,home,1
573,8,3,0,0.375,0.0,3167.4,47,2,0,1,0,changed_mind,beauty,1
200,7,2,0,0.2857142857142857,0.0,4319.0,14,1,1,2,3,not_as_described,beauty,1
960,15,0,2,0.0,0.13333333333333333,1399.72,48,1,0,1,3,not_as_described,fashion,0
1350,10,3,2,0.3,0.2,1466.69,13,2,1,1,0,damaged,electronics,0
1092,10,2,2,0.2,0.2,4627.87,25,1,1,4,0,changed_mind,home,0
759,8,3,1,0.375,0.125,337.31,1,1,2,2,0,missing_item,electronics,0
1322,12,2,1,0.16666666666666666,0.08333333333333333,1867.78,31,1,1,3,0,not_as_described,electronics,0
124,7,2,1,0.2857142857142857,0.14285714285714285,2655.53,1,1,2,0,1,wrong_item,home,0
1277,8,3,3,0.375,0.375,2373.4,23,1,2,0,0,missing_item,grocery,0
649,17,2,0,0.11764705882352941,0.0,1360.18,43,3,2,2,0,not_as_described,home,1
914,18,2,0,0.1111111111111111,0.0,1320.68,3,2,1,3,1,wrong_item,beauty,0
1409,14,1,0,0.07142857142857142,0.0,2469.52,38,1,1,1,1,not_as_described,beauty,0
685,18,1,1,0.05555555555555555,0.05555555555555555,3133.83,12,1,0,1,0,wrong_item,fashion,0
724,9,4,3,0.4444444444444444,0.3333333333333333,7519.19,12,1,1,3,1,missing_item,fashion,1
653,13,2,1,0.15384615384615385,0.07692307692307693,1334.87,1,1,1,2,0,damaged,electronics,0
1215,10,2,3,0.2,0.3,446.17,26,1,0,0,0,wrong_item,grocery,0
554,12,1,2,0.08333333333333333,0.16666666666666666,2722.71,1,1,1,5,0,not_as_described,fashion,1
1050,16,1,1,0.0625,0.0625,4416.83,52,1,1,2,0,changed_mind,grocery,0
140,12,4,0,0.3333333333333333,0.0,2585.02,47,1,3,3,0,damaged,electronics,0
631,14,2,2,0.14285714285714285,0.14285714285714285,2973.74,21,1,0,2,0,missing_item,beauty,1
177,8,2,3,0.25,0.375,395.06,33,1,0,1,0,missing_item,fashion,0
1140,12,0,1,0.0,0.08333333333333333,8111.92,16,1,2,2,0,not_as_described,fashion,1
1148,11,3,0,0.2727272727272727,0.0,902.96,8,1,0,1,0,damaged,beauty,1
1444,12,0,1,0.0,0.08333333333333333,2957.55,32,2,1,3,1,missing_item,electronics,0
501,10,1,1,0.1,0.1,1820.54,30,1,1,0,0,not_as_described,fashion,0
641,15,3,2,0.2,0.13333333333333333,2262.21,46,3,1,0,1,damaged,home,0
285,11,2,3,0.18181818181818182,0.2727272727272727,388.38,29,1,1,2,0,missing_item,home,1
466,16,2,3,0.125,0.1875,873.12,28,1,1,4,0,not_as_described,fashion,0
924,9,4,3,0.4444444444444444,0.3333333333333333,2850.79,9,1,1,2,0,wrong_item,beauty,1
1119,19,2,2,0.10526315789473684,0.10526315789473684,1221.89,51,1,3,0,2,wrong_item,fashion,0
902,13,2,2,0.15384615384615385,0.15384615384615385,3431.16,45,1,0,0,1,damaged,fashion,0
1081,16,4,1,0.25,0.0625,1178.77,32,2,1,3,0,not_as_described,electronics,1
655,10,2,0,0.2,0.0,3893.65,44,2,2,3,0,missing_item,home,0
329,10,3,1,0.3,0.1,2285.58,27,2,1,0,0,not_as_described,grocery,0
437,14,1,2,0.07142857142857142,0.14285714285714285,1075.07,46,1,1,2,0,changed_mind,electronics,0
424,10,1,0,0.1,0.0,4815.65,18,1,2,2,0,changed_mind,home,0
430,15,0,0,0.0,0.0,3326.16,57,1,1,1,1,changed_mind,fashion,0
510,12,3,0,0.25,0.0,3635.17,51,1,2,3,0,damaged,grocery,1
1451,5,1,0,0.2,0.0,1264.19,18,1,1,1,0,not_as_described,beauty,0
771,10,2,0,0.2,0.0,300.0,51,1,0,1,1,damaged,grocery,0
1270,9,2,2,0.2222222222222222,0.2222222222222222,1579.0,18,1,2,2,0,changed_mind,home,1
1391,9,3,1,0.3333333333333333,0.1111111111111111,9093.14,42,1,1,4,1,wrong_item,beauty,1
1143,22,0,1,0.0,0.045454545454545456,1859.18,22,1,1,3,0,damaged,home,0
1148,13,3,2,0.23076923076923078,0.15384615384615385,2402.8,46,1,0,2,0,not_as_described,fashion,1
1298,22,2,2,0.09090909090909091,0.09090909090909091,300.0,16,1,3,2,0,wrong_item,beauty,1
377,10,2,1,0.2,0.1,6154.54,21,1,3,0,0,missing_item,fashion,0
151,9,1,0,0.1111111111111111,0.0,4698.02,52,2,1,2,0,not_as_described,beauty,1
1073,11,2,2,0.18181818181818182,0.18181818181818182,1092.41,10,1,0,2,1,missing_item,beauty,0
961,11,1,0,0.09090909090909091,0.0,1040.06,2,1,1,2,0,missing_item,home,0
1228,16,1,1,0.0625,0.0625,709.35,11,1,1,2,0,not_as_described,grocery,0
734,8,1,1,0.125,0.125,1237.12,39,1,2,1,0,missing_item,grocery,0
788,13,1,1,0.07692307692307693,0.07692307692307693,2276.0,10,2,0,0,0,not_as_described,beauty,0
1055,4,1,1,0.25,0.25,1541.41,42,1,3,1,0,damaged,fashion,0
305,13,5,1,0.38461538461538464,0.07692307692307693,2189.12,46,2,2,2,0,damaged,electronics,1
223,8,7,2,0.875,0.25,641.59,46,1,2,1,0,damaged,grocery,1
185,11,1,1,0.09090909090909091,0.09090909090909091,1663.73,36,1,0,2,0,missing_item,home,0
883,10,4,1,0.4,0.1,2264.38,10,1,1,0,0,damaged,beauty,0
1393,9,3,1,0.3333333333333333,0.1111111111111111,2303.87,56,1,0,0,1,changed_mind,fashion,0
614,12,0,2,0.0,0.16666666666666666,1926.17,33,2,1,0,0,damaged,fashion,0
793,12,1,0,0.08333333333333333,0.0,6342.15,33,1,0,0,1,wrong_item,grocery,0
480,14,3,3,0.21428571428571427,0.21428571428571427,2687.58,40,1,1,0,0,wrong_item,grocery,0
925,5,2,2,0.4,0.4,2758.16,53,3,3,3,0,not_as_described,fashion,1
364,11,3,3,0.2727272727272727,0.2727272727272727,6619.03,27,1,0,0,0,not_as_described,electronics,0
1480,10,2,0,0.2,0.0,1284.12,44,1,0,4,2,wrong_item,grocery,1
1183,14,1,0,0.07142857142857142,0.0,1347.47,18,1,0,0,0,changed_mind,grocery,0
30,8,2,1,0.25,0.125,1252.4,24,1,1,1,0,missing_item,grocery,1
1216,10,1,3,0.1,0.3,998.86,23,1,0,0,0,missing_item,electronics,0
1051,15,1,0,0.06666666666666667,0.0,3007.15,47,1,0,2,0,wrong_item,electronics,0
237,8,4,0,0.5,0.0,1160.65,31,1,0,0,0,wrong_item,electronics,0
1481,20,4,1,0.2,0.05,5428.69,4,1,0,1,1,wrong_item,beauty,0
778,17,0,1,0.0,0.058823529411764705,2094.0,1,1,0,0,1,wrong_item,electronics,0
60,14,1,3,0.07142857142857142,0.21428571428571427,5185.91,24,1,1,2,0,wrong_item,electronics,1
1286,11,2,0,0.18181818181818182,0.0,1668.57,9,1,1,1,2,not_as_described,fashion,0
114,13,3,2,0.23076923076923078,0.15384615384615385,3091.26,24,1,0,2,0,not_as_described,beauty,0
1423,14,2,0,0.14285714285714285,0.0,3641.87,59,1,1,1,2,missing_item,beauty,0
973,9,3,2,0.3333333333333333,0.2222222222222222,2600.21,24,1,3,0,0,wrong_item,electronics,0
1330,11,2,2,0.18181818181818182,0.18181818181818182,2486.93,25,1,2,3,0,wrong_item,electronics,0
1132,15,2,0,0.13333333333333333,0.0,387.83,15,1,1,1,1,not_as_described,fashion,0
121,5,4,0,0.8,0.0,1581.35,47,1,0,2,0,damaged,fashion,1
1047,13,2,0,0.15384615384615385,0.0,3722.85,33,1,0,0,0,wrong_item,fashion,0
286,13,1,2,0.07692307692307693,0.15384615384615385,3709.03,57,1,1,1,1,damaged,electronics,0
272,8,2,4,0.25,0.5,1831.05,24,2,2,3,0,missing_item,electronics,0
1195,10,5,2,0.5,0.2,4963.73,57,2,1,3,2,missing_item,electronics,1
275,12,1,1,0.08333333333333333,0.08333333333333333,3431.6,27,1,0,1,0,not_as_described,home,0
1462,10,2,0,0.2,0.0,1626.96,39,3,1,0,2,not_as_described,beauty,1
1239,12,1,1,0.08333333333333333,0.08333333333333333,2316.05,44,1,2,4,1,wrong_item,grocery,0
61,13,4,0,0.3076923076923077,0.0,503.45,29,1,0,2,2,damaged,beauty,0
1225,18,3,1,0.16666666666666666,0.05555555555555555,1858.55,2,3,1,4,0,changed_mind,fashion,1
702,18,0,1,0.0,0.05555555555555555,451.38,45,1,3,1,1,changed_mind,home,0
895,11,4,0,0.36363636363636365,0.0,7091.84,26,1,2,2,0,changed_mind,fashion,0
400,15,2,0,0.13333333333333333,0.0,4227.58,26,1,0,1,2,wrong_item,grocery,0
814,8,1,1,0.125,0.125,2262.97,45,1,2,0,1,changed_mind,fashion,0
1143,18,2,1,0.1111111111111111,0.05555555555555555,1717.41,11,1,1,1,0,wrong_item,beauty,0
149,14,1,0,0.07142857142857142,0.0,2562.24,56,1,1,0,1,wrong_item,beauty,0
207,12,3,3,0.25,0.25,1739.18,40,1,0,0,1,missing_item,grocery,0
1479,14,1,0,0.07142857142857142,0.0,1400.8,4,1,0,1,0,wrong_item,beauty,0
844,8,4,2,0.5,0.25,2688.43,10,1,1,3,0,damaged,fashion,1
1062,15,1,0,0.06666666666666667,0.0,4235.09,21,1,3,4,2,changed_mind,beauty,1
1314,15,5,2,0.3333333333333333,0.13333333333333333,1113.84,32,1,5,0,0,changed_mind,beauty,0
635,7,2,2,0.2857142857142857,0.2857142857142857,2807.42,36,3,0,0,0,damaged,electronics,0
36,9,1,0,0.1111111111111111,0.0,2072.93,42,3,1,1,0,missing_item,beauty,0
1063,14,2,2,0.14285714285714285,0.14285714285714285,2355.81,54,1,1,3,0,missing_item,fashion,1
1179,10,2,0,0.2,0.0,1682.61,26,1,1,4,0,missing_item,grocery,0
1266,9,3,0,0.3333333333333333,0.0,4663.85,19,3,2,2,2,damaged,grocery,0
74,16,3,2,0.1875,0.125,617.16,3,1,1,0,0,wrong_item,fashion,0
807,13,0,2,0.0,0.15384615384615385,1113.17,59,3,2,1,0,damaged,beauty,0
755,9,1,0,0.1111111111111111,0.0,3305.67,24,1,1,2,2,not_as_described,electronics,1
224,15,1,0,0.06666666666666667,0.0,757.97,7,1,2,2,0,wrong_item,beauty,1
1295,21,2,1,0.09523809523809523,0.047619047619047616,5555.78,24,1,2,2,1,changed_mind,home,0
191,12,1,1,0.08333333333333333,0.08333333333333333,1988.96,38,1,3,0,0,damaged,electronics,0
978,13,4,2,0.3076923076923077,0.15384615384615385,3501.67,39,1,0,1,0,wrong_item,fashion,0
1372,13,3,1,0.23076923076923078,0.07692307692307693,1187.05,24,1,1,1,1,missing_item,electronics,0
885,11,1,1,0.09090909090909091,0.09090909090909091,922.4,22,4,0,2,0,missing_item,fashion,0
1431,12,2,2,0.16666666666666666,0.16666666666666666,1250.84,58,1,0,0,0,changed_mind,fashion,0
625,9,1,0,0.1111111111111111,0.0,3215.87,23,1,2,0,0,damaged,grocery,1
590,10,1,0,0.1,0.0,355.01,47,2,1,2,0,not_as_described,home,0
566,9,2,2,0.2222222222222222,0.2222222222222222,948.6,39,1,2,1,0,damaged,fashion,0
466,13,2,1,0.15384615384615385,0.07692307692307693,2406.26,44,2,0,1,1,damaged,electronics,0
676,12,1,1,0.08333333333333333,0.08333333333333333,2985.56,4,1,2,4,1,changed_mind,fashion,0
395,10,2,1,0.2,0.1,3400.34,24,1,0,2,1,changed_mind,beauty,0
1028,15,2,1,0.13333333333333333,0.06666666666666667,844.78,26,1,2,0,1,missing_item,electronics,0
1267,10,2,2,0.2,0.2,1320.64,30,1,0,2,2,changed_mind,grocery,1
1308,7,3,1,0.42857142857142855,0.14285714285714285,978.69,22,3,1,2,0,damaged,grocery,0
534,12,2,0,0.16666666666666666,0.0,2430.04,22,2,3,4,0,changed_mind,fashion,1
438,7,2,1,0.2857142857142857,0.14285714285714285,776.27,15,1,1,2,0,not_as_described,grocery,1
93,8,5,0,0.625,0.0,4838.45,48,1,0,2,1,not_as_described,fashion,1
1441,14,3,1,0.21428571428571427,0.07142857142857142,2150.96,26,1,1,3,0,wrong_item,grocery,1
603,5,3,0,0.6,0.0,1167.35,56,1,0,2,2,wrong_item,electronics,0
1075,15,1,2,0.06666666666666667,0.13333333333333333,2234.49,44,1,3,2,0,damaged,home,0
777,12,0,3,0.0,0.25,1699.44,14,1,3,1,1,missing_item,grocery,1
1456,14,2,0,0.14285714285714285,0.0,1039.2,31,1,1,2,0,not_as_described,home,1
416,9,1,2,0.1111111111111111,0.2222222222222222,1714.13,29,1,0,2,1,damaged,fashion,1
1311,13,0,3,0.0,0.23076923076923078,689.8,8,1,1,2,0,changed_mind,electronics,0
1113,14,1,1,0.07142857142857142,0.07142857142857142,300.0,18,1,1,2,1,missing_item,grocery,1
833,13,4,2,0.3076923076923077,0.15384615384615385,3868.23,27,1,1,0,0,changed_mind,electronics,0
1413,5,0,1,0.0,0.2,1898.95,21,1,0,0,1,not_as_described,fashion,1
600,18,3,0,0.16666666666666666,0.0,6866.89,45,1,2,2,1,not_as_described,home,1
702,12,2,1,0.16666666666666666,0.08333333333333333,2339.73,48,3,1,0,1,not_as_described,beauty,0
608,14,1,0,0.07142857142857142,0.0,3798.1,20,1,0,3,0,changed_mind,electronics,0
1456,8,2,1,0.25,0.125,1149.77,52,1,0,3,0,not_as_described,fashion,0
1447,12,2,2,0.16666666666666666,0.16666666666666666,3072.56,42,2,1,2,1,changed_mind,fashion,1
1023,15,3,2,0.2,0.13333333333333333,1723.66,50,1,6,0,0,not_as_described,electronics,1
627,12,0,2,0.0,0.16666666666666666,610.82,7,1,2,1,0,damaged,home,0
594,13,3,0,0.23076923076923078,0.0,993.49,44,3,1,1,0,not_as_described,fashion,0
1268,14,1,1,0.07142857142857142,0.07142857142857142,928.3,37,1,2,1,1,not_as_described,home,0
1086,7,1,1,0.14285714285714285,0.14285714285714285,11050.0,42,1,1,2,0,not_as_described,electronics,0
653,15,4,3,0.26666666666666666,0.2,3670.79,36,1,0,1,1,missing_item,grocery,1
1102,13,3,2,0.23076923076923078,0.15384615384615385,10461.41,9,1,2,2,0,not_as_described,home,1
374,6,1,3,0.16666666666666666,0.5,929.28,47,1,0,1,0,missing_item,fashion,0
1208,11,3,2,0.2727272727272727,0.18181818181818182,1321.48,55,1,1,3,2,missing_item,home,0
1098,24,3,0,0.125,0.0,1703.61,27,3,0,1,0,changed_mind,home,0
1072,13,2,0,0.15384615384615385,0.0,834.77,18,1,2,3,0,damaged,fashion,1
964,15,1,2,0.06666666666666667,0.13333333333333333,300.0,59,1,0,1,0,changed_mind,electronics,0
1433,21,3,2,0.14285714285714285,0.09523809523809523,1496.94,36,3,0,1,0,wrong_item,electronics,0
446,14,4,1,0.2857142857142857,0.07142857142857142,1615.71,27,3,1,1,1,missing_item,home,0
1152,16,2,3,0.125,0.1875,1945.09,33,1,3,3,0,damaged,grocery,0
694,12,2,1,0.16666666666666666,0.08333333333333333,527.43,19,1,3,1,1,wrong_item,grocery,0
874,11,3,0,0.2727272727272727,0.0,5167.01,35,1,1,0,0,wrong_item,grocery,0
1258,13,4,1,0.3076923076923077,0.07692307692307693,8024.82,28,1,1,2,0,wrong_item,grocery,0
1392,12,0,2,0.0,0.16666666666666666,1281.98,56,1,2,3,0,missing_item,grocery,1
1402,15,3,1,0.2,0.06666666666666667,1072.57,46,1,2,1,0,wrong_item,grocery,0
1079,18,0,3,0.0,0.16666666666666666,3888.7,21,1,0,1,0,changed_mind,beauty,0
1023,11,0,3,0.0,0.2727272727272727,1206.13,7,1,1,0,0,not_as_described,electronics,0
710,11,2,1,0.18181818181818182,0.09090909090909091,9082.28,15,1,0,1,0,missing_item,home,0
608,14,1,4,0.07142857142857142,0.2857142857142857,2758.33,12,1,3,1,0,changed_mind,grocery,1
1060,16,4,5,0.25,0.3125,3306.91,43,3,0,0,0,missing_item,fashion,0
1051,22,2,2,0.09090909090909091,0.09090909090909091,1772.23,36,1,1,0,0,wrong_item,fashion,0
1190,14,0,3,0.0,0.21428571428571427,4541.83,41,1,0,2,3,wrong_item,beauty,1
1373,14,1,1,0.07142857142857142,0.07142857142857142,1587.91,36,1,1,1,0,wrong_item,grocery,1
544,13,5,3,0.38461538461538464,0.23076923076923078,5730.33,46,3,2,1,0,not_as_described,grocery,0
604,10,2,2,0.2,0.2,1011.39,16,1,1,2,0,missing_item,electronics,0
614,19,3,1,0.15789473684210525,0.05263157894736842,747.64,14,1,1,0,1,changed_mind,beauty,0
1131,13,2,1,0.15384615384615385,0.07692307692307693,1376.86,22,1,0,1,0,damaged,electronics,0
621,12,5,0,0.4166666666666667,0.0,2384.7,37,1,2,0,1,changed_mind,beauty,0
851,8,1,2,0.125,0.25,5508.8,42,1,0,2,0,missing_item,home,0
731,6,2,1,0.3333333333333333,0.16666666666666666,3779.47,51,1,1,3,1,missing_item,home,0
867,10,1,3,0.1,0.3,1291.51,18,3,1,2,1,wrong_item,electronics,1
596,16,1,4,0.0625,0.25,3124.55,45,1,4,1,0,wrong_item,electronics,0
499,11,1,0,0.09090909090909091,0.0,509.14,32,3,5,0,0,wrong_item,beauty,0
1123,16,3,1,0.1875,0.0625,1928.64,17,2,2,0,0,damaged,fashion,0
587,15,2,3,0.13333333333333333,0.2,2119.98,33,1,2,0,1,damaged,grocery,0
1317,16,4,2,0.25,0.125,2833.33,34,1,1,2,0,damaged,electronics,1
983,13,2,2,0.15384615384615385,0.15384615384615385,8389.5,45,4,1,2,2,damaged,electronics,0
719,18,3,1,0.16666666666666666,0.05555555555555555,590.47,57,1,1,1,1,wrong_item,electronics,1
1370,14,3,3,0.21428571428571427,0.21428571428571427,1357.6,58,1,0,2,1,changed_mind,beauty,1
1266,9,2,2,0.2222222222222222,0.2222222222222222,324.45,2,3,0,3,0,changed_mind,beauty,1
156,12,2,0,0.16666666666666666,0.0,812.84,24,1,1,2,0,changed_mind,electronics,0
187,6,2,2,0.3333333333333333,0.3333333333333333,1475.41,9,2,4,2,1,changed_mind,electronics,1
108,13,1,3,0.07692307692307693,0.23076923076923078,371.26,49,1,1,2,0,wrong_item,home,1
1276,8,2,4,0.25,0.5,6926.8,16,2,0,0,0,not_as_described,home,0
1455,9,4,1,0.4444444444444444,0.1111111111111111,3665.52,9,1,0,0,0,not_as_described,fashion,0
1492,10,4,4,0.4,0.4,1932.59,4,3,1,0,0,not_as_described,beauty,0
847,13,0,1,0.0,0.07692307692307693,4022.53,40,1,0,1,1,not_as_described,fashion,0
1463,12,3,1,0.25,0.08333333333333333,3161.97,28,1,3,4,0,changed_mind,beauty,1
1176,20,3,1,0.15,0.05,353.58,26,1,1,3,1,not_as_described,fashion,0
239,9,1,1,0.1111111111111111,0.1111111111111111,2268.53,49,1,2,2,1,wrong_item,home,0
640,16,3,2,0.1875,0.125,1169.13,34,1,0,0,0,changed_mind,fashion,0
511,11,0,0,0.0,0.0,4195.59,2,1,0,1,1,wrong_item,grocery,0
1480,11,4,0,0.36363636363636365,0.0,5832.49,57,1,0,2,0,wrong_item,fashion,0
63,8,3,0,0.375,0.0,864.18,36,1,0,2,1,damaged,fashion,1
628,8,1,3,0.125,0.375,1406.6,12,2,3,2,0,missing_item,grocery,1
196,8,4,0,0.5,0.0,2772.84,36,1,0,2,1,wrong_item,beauty,1
1397,9,2,1,0.2222222222222222,0.1111111111111111,1615.96,9,1,0,1,1,wrong_item,grocery,0
1288,12,3,0,0.25,0.0,2275.21,49,1,1,2,0,damaged,home,0
818,10,4,0,0.4,0.0,1864.4,53,1,0,2,0,missing_item,home,0
891,13,3,0,0.23076923076923078,0.0,3899.04,54,1,0,2,0,damaged,fashion,0
1336,10,3,2,0.3,0.2,709.15,44,1,1,0,1,wrong_item,beauty,1
780,16,1,2,0.0625,0.125,1174.29,51,1,3,2,0,not_as_described,fashion,1
919,14,1,2,0.07142857142857142,0.14285714285714285,2856.23,6,1,2,2,0,wrong_item,electronics,0
826,6,0,2,0.0,0.3333333333333333,1497.88,11,1,1,0,0,wrong_item,electronics,1
